cvm_code,trade_name,b3_trade_name,b3_issuer_code,b3_segment,b3_sector,available_years
22977,FGENERGIA,FGENERGIA,,Energia Elétrica,Utilidade Pública,13
22985,NORTCQUIMICA,NORTCQUIMICA,NRTQ,Medicamentos e Outros Produtos,Saúde,13
23035,Linx,LINX,LINX,Programas e Serviços,Tecnologia da Informação,10
23060,TRIANGULOSOL,TRIANGULOSOL,,Exploração de Rodovias,Bens Industriais,12
23159,BB Seguridade,BBSEGURIDADE,BBSE,Seguradoras,Financeiro,12
23167,ROD COLINAS,ROD COLINAS,,Exploração de Rodovias,Bens Industriais,12
23175,IGUA SA,IGUA SA,IGSN,Água e Saneamento,Utilidade Pública,12
23221,Ser Educacional,SER EDUCA,SEER,Serviços Educacionais,Consumo Cíclico,12
23230,RAIZEN ENERG,RAIZEN ENERG,,Açucar e Álcool,Consumo não Cíclico,11
23248,Ânima Educação,ANIMA,ANIM,Serviços Educacionais,Consumo Cíclico,12
23264,Ambev,AMBEV S/A,ABEV,Cervejas e Refrigerantes,Consumo não Cíclico,12
23272,LOG CP,LOG COM PROP,LOGG,Exploração de Imóveis,Financeiro,12
23280,OURO VERDE,OURO VERDE,,Não Classificados,Não Classificados,12
23302,QUALITY SOFT,QUALITY SOFT,QUSW,Programas e Serviços,Tecnologia da Informação,12
23310,CVC,CVC BRASIL,CVCB,Viagens e Turismo,Consumo Cíclico,12
23329,TERM. PE III,TERM. PE III,,Energia Elétrica,Utilidade Pública,12
23388,STO ANTONIO,STO ANTONIO,STEN,Energia Elétrica,Utilidade Pública,11
23426,Omega Geração,OMEGA GER,OMGE,Energia Elétrica,Utilidade Pública,11
23485,COSAN LOG,COSAN LOG,RLOG,Transporte Ferroviário,Bens Industriais,7
23493,Dommo Energia,DOMMO,DMMO,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",10
23507,Ourofino Saúde Animal,OUROFINO S/A,OFSA,Medicamentos e Outros Produtos,Saúde,10
23515,GRUAIRPORT,GRUAIRPORT,AGRU,Serviços de Apoio e Armazenagem,Bens Industriais,11
23523,PORTO VM,PORTO VM,PSVM,Serviços de Apoio e Armazenagem,Bens Industriais,11
23540,SALUS INFRA,SALUS INFRA,SAIP,Serviços de Apoio e Armazenagem,Bens Industriais,11
23574,IMC Alimentação,IMC S/A,MEAL,Restaurante e Similares,Consumo Cíclico,11
23590,Wiz Soluções,WIZ CO,WIZC,Corretoras de Seguros e Resseguros,Financeiro,10
23612,MAESTROLOC,MAESTROLOC,MSRO,Aluguel de Carros,Consumo Cíclico,10
23795,Caixa Seguridade,CAIXA SEGURI,CXSE,Seguradoras,Financeiro,9
23817,BRQ,BRQ,BRQB,Programas e Serviços,Tecnologia da Informação,10
23825,Movida,MOVIDA,MOVI,Aluguel de Carros,Consumo Cíclico,10
23965,CINESYSTEM,CINESYSTEM,CNSY,Produção e Difusão de Filmes e Programas,Comunicações,8
23981,CTC S.A.,CTC S.A.,CTCA,Agricultura,Consumo não Cíclico,8
23990,VERTCIASEC,VERTCIASEC,VERT,Securitizadoras de Recebíveis,Financeiro,6
24058,Alliança,ALLIAR,AALR,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,9
24066,TCP TERMINAL,TCP TERMINAL,,Não Classificados,Não Classificados,9
24090,Hermes Pardini,IHPARDINI,PARD,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,8
24112,Azul,AZUL,AZUL,Transporte Aéreo,Bens Industriais,8
24171,Carrefour Brasil,CARREFOUR BR,CRFB,Alimentos,Consumo não Cíclico,8
24180,IRB Brasil RE,IRBBRASIL RE,IRBR,Resseguradoras,Financeiro,8
24201,STARA,STARA,STTR,Máquinas e Equipamentos de Construção e Agrícolas,Bens Industriais,5
24228,Camil Alimentos,CAMIL,CAML,Alimentos Diversos,Consumo não Cíclico,0
24236,Priner,PRINER,PRNR,Serviços Diversos,Bens Industriais,8
24252,Smiles,SMILES,SMLS,Programas de Fidelização,Consumo Cíclico,5
24260,Smart Fit,SMART FIT,SMFT,Atividades Esportivas,Consumo Cíclico,8
24279,INTER SA,INC SA,INNT,Incorporações,Consumo Cíclico,8
24295,Vibra Energia,VIBRA,VBBR,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",8
24317,Zamp,ZAMP S.A.,ZAMP,Restaurante e Similares,Consumo Cíclico,8
24350,FLEX S/A,FLEX S/A,FLEX,Serviços Diversos,Bens Industriais,7
24384,NotreDame Intermédica,INTERMEDICA,GNDI,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,4
24392,Hapvida,HAPVIDA,HAPV,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,7
24406,Banco Inter,BANCO INTER,BIDI,Bancos,Financeiro,5
24442,JAGUARA,JAGUARA,,Não Classificado,Não Classificados,0
24546,PRATICA,PRATICA,PTCA,Máquinas e Equipamentos Industriais,Bens Industriais,7
24600,Banco BMG,BANCO BMG,BMGB,Bancos,Financeiro,7
24627,Blau Farmacêutica,BLAU,BLAU,Medicamentos e Outros Produtos,Saúde,7
24660,BBMLOGISTICA,BBMLOGISTICA,BBML,Serviços Diversos,Bens Industriais,7
24694,Grupo SBF,GRUPO SBF,SBFG,Produtos Diversos,Consumo Cíclico,6
24716,Grupo Vamos,VAMOS,VAMO,Aluguel de Carros,Consumo Cíclico,6
24759,LITELA,LITELA,LTLA,Minerais Metálicos,Materiais Básicos,2
24783,Natura,GRUPO NATURA,NTCO,Produtos de Uso Pessoal,Consumo não Cíclico,5
24805,Vivara,VIVARA S.A.,VIVA,Acessórios,Consumo Cíclico,5
24821,Rede D'Or,REDE D OR,RDOR,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,6
24848,C&A,CEA MODAS,CEAB,"Tecidos, Vestuário e Calçados",Consumo Cíclico,6
24872,LIFEMED,LIFEMED,LMED,Equipamentos,Saúde,6
24902,Mitre Realty,MITRE REALTY,MTRE,Incorporações,Consumo Cíclico,6
24910,Locaweb,LWSA,LWSA,Programas e Serviços,Tecnologia da Informação,6
24929,TIM,TIM,TIMS,Telecomunicações,Comunicações,6
24953,Estapar,ESTAPAR,ALPK,Serviços Diversos,Bens Industriais,5
24961,Ambipar,AMBIPAR,AMBP,Água e Saneamento,Utilidade Pública,5
25062,Lavvi Incorporadora,LAVVI,LAVV,Incorporações,Consumo Cíclico,5
25070,Plano&Plano,PLANOEPLANO,PLPL,Incorporações,Consumo Cíclico,5
25089,Petz,PETZ,PETZ,Produtos Diversos,Consumo Cíclico,5
25100,Cury,CURY S/A,CURY,Incorporações,Consumo Cíclico,5
25119,Melnick,MELNICK,MELK,Incorporações,Consumo Cíclico,5
25127,COMPASS,COMPASS,PASS,Gás,Utilidade Pública,5
25135,Boa Vista,BOA VISTA,BOAS,Serviços Financeiros Diversos,Financeiro,5
25160,Sequoia Logística,SEQUOIA LOG,SEQL,Serviços Diversos,Bens Industriais,5
25186,Grupo Mateus,GRUPO MATEUS,GMAT,Alimentos,Consumo não Cíclico,5
25208,Track & Field,TRACK FIELD,TFCO,Vestuário,Consumo Cíclico,5
25232,Méliuz,MELIUZ,CASH,Programas e Serviços,Tecnologia da Informação,5
25259,Enjoei,ENJOEI,ENJU,Programas e Serviços,Tecnologia da Informação,5
25275,Alphaville,ALPHAVILLE,AVLL,Incorporações,Consumo Cíclico,5
25283,Aeris Energy,AERIS,AERI,Máquinas e Equipamentos Industriais,Bens Industriais,5
25291,3R Petroleum,3R PETROLEUM,RRRP,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",5
25330,Allied,ALLIED,ALLD,Eletrodomésticos,Consumo Cíclico,5
25372,Assaí,ASSAI,ASAI,Alimentos,Consumo não Cíclico,5
25399,Neogrid,NEOGRID,NGRD,Programas e Serviços,Tecnologia da Informação,5
25402,HBR Realty,HBR REALTY,HBRE,Exploração de Imóveis,Financeiro,5
25445,Espaçolaser,ESPACOLASER,ESPA,Produtos Diversos,Consumo Cíclico,5
25453,Intelbras,INTELBRAS,INTB,Computadores e Equipamentos,Tecnologia da Informação,5
25461,Mobly,MOBLY,MBLY,Programas e Serviços,Tecnologia da Informação,5
25470,Mosaico,MOSAICO,MOSI,Programas e Serviços,Tecnologia da Informação,2
25488,Focus Energia,FOCUS ON,POWE,Energia Elétrica,Utilidade Pública,2
25496,Jalles Machado,JALLESMACHAD,JALL,Açucar e Álcool,Consumo não Cíclico,4
25500,Bemobi,BEMOBI TECH,BMOB,Programas e Serviços,Tecnologia da Informação,5
25518,Westwing,WESTWING,WEST,Programas e Serviços,Tecnologia da Informação,5
25526,Cruzeiro do Sul Educacional,CRUZEIRO EDU,CSED,Serviços Educacionais,Consumo Cíclico,5
25534,OceanPact,OCEANPACT,OPCT,Equipamentos e Serviços,"Petróleo, Gás e Biocombustíveis",5
25542,LE BISCUIT,LE BISCUIT,LLBI,Produtos Diversos,Consumo Cíclico,5
25550,Orizon,ORIZON,ORVR,Água e Saneamento,Utilidade Pública,5
25569,Eletromidia,ELETROMIDIA,ELMD,Publicidade e Propaganda,Comunicações,5
25585,CSN Mineração,CSNMINERACAO,CMIN,Minerais Metálicos,Materiais Básicos,5
25640,AES Brasil,AES BRASIL,AESB,Energia Elétrica,Utilidade Pública,5
25658,AgroGalaxy,AGROGALAXY,AGXY,Agricultura,Consumo não Cíclico,5
25682,Viveo,VIVEO,VVEO,Medicamentos e Outros Produtos,Saúde,4
25690,Mater Dei,MATER DEI,MATD,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,4
25704,Boa Safra Sementes,BOA SAFRA,SOJA,Agricultura,Consumo não Cíclico,5
25712,GPS,GPS,GGPS,Serviços Diversos,Bens Industriais,4
25747,Infracommerce,INFRACOMM,IFCM,Programas e Serviços,Tecnologia da Informação,4
25755,Banco Modal,MODALMAIS,MODL,Bancos,Financeiro,3
25763,Vittia,VITTIA,VITT,Fertilizantes e Defensivos,Materiais Básicos,5
25780,PetroRecôncavo,PETRORECSA,RECV,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",4
25798,KALLAS,KALLAS,KLAS,Incorporações,Consumo Cíclico,5
25801,RODOBENS,RODOBENS,RBNS,Material de Transporte,Bens Industriais,4
25836,Dotz,DOTZ SA,DOTZ,Programas de Fidelização,Consumo Cíclico,4
25844,TEGRA INCORP,TEGRA INCORP,TEGA,Incorporações,Consumo Cíclico,4
25860,BR PARTNERS,BR PARTNERS,BRBI,Bancos,Financeiro,4
25879,Kora Saúde,KORA SAUDE,KRSA,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,4
25887,GetNinjas,GETNINJAS,NINJ,Programas e Serviços,Tecnologia da Informação,4
25895,WDC Networks,WDC NETWORKS,LVTC,Programas e Serviços,Tecnologia da Informação,4
25917,Raízen,RAIZEN,RAIZ,Agricultura,Consumo não Cíclico,4
25933,AGRIBRASIL,AGRIBRASIL,GRAO,Agricultura,Consumo não Cíclico,4
25950,3tentos,3TENTOS,TTEN,Agricultura,Consumo não Cíclico,4
25984,CBA,CBA,CBAV,Minerais Metálicos,Materiais Básicos,4
26000,Terra Santa,TERRASANTAPA,LAND,Agricultura,Consumo não Cíclico,4
26026,Desktop,DESKTOP,DESK,Telecomunicações,Comunicações,4
26034,Multilaser,MULTILASER,MLAS,Computadores e Equipamentos,Tecnologia da Informação,4
26050,Unifique,UNIFIQUE,FIQE,Telecomunicações,Comunicações,4
26069,Armac,ARMAC,ARML,Máquinas e Equipamentos Industriais,Bens Industriais,4
26077,Traders Club,TC,TRAD,Programas e Serviços,Tecnologia da Informação,4
26085,Brisanet,BRISANET,BRIT,Telecomunicações,Comunicações,4
26093,ClearSale,CLEARSALE,CLSA,Serviços Financeiros Diversos,Financeiro,4
26123,Oncoclínicas,ONCOCLINICAS,ONCO,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,4
26140,Getnet,GETNET BR,GETT,Serviços Financeiros Diversos,Financeiro,2
26247,Wilson Sons,WILSON SONS,PORT,Serviços de Apoio e Armazenagem,Bens Industriais,4
26280,COMERC PAR,COMERC PAR,COMR,Energia Elétrica,Utilidade Pública,4
50031,WT FLOATRATE,WT FLOATRATE,BUSF,Não Classificados,Não Classificados,0
50034,WT YIELD ENH,WT YIELD ENH,BAGY,Não Classificados,Não Classificados,0
50048,BKR 1020Y TB,BKR 1020Y TB,BTLH,Não Classificados,Não Classificados,0
50049,BKR TRSTRIPS,BKR TRSTRIPS,BGOZ,Não Classificados,Não Classificados,0
50050,BKR INTLAGGT,BKR INTLAGGT,BIAG,Não Classificados,Não Classificados,0
50052,BKR INTL TRS,BKR INTL TRS,,Não Classificados,Não Classificados,0
50053,BKR10PLUSGC,BKR10PLUSGC,BIGL,Não Classificados,Não Classificados,0
50054,BKR REGBANK,BKR REGBANK,BIAT,Não Classificados,Não Classificados,0
50055,BKR EQUALWG,BKR EQUALWG,BEUW,Não Classificados,Não Classificados,0
50056,BKR TI STOCK,BKR TI STOCK,BIXU,Não Classificados,Não Classificados,0
50057,BKR GLOB100,BKR GLOB100,BGLC,Não Classificados,Não Classificados,0
50058,BKR CHILE,BKR CHILE,BECH,Não Classificados,Não Classificados,0
59391,EVERTEC INC,EVERTEC INC,EVTC,Outros,Outros,0
80217,INTER CO,INTER CO,INBR,Bancos,Financeiro,0
502480,AGROP ARAME,AGROP ARAME,ARAM,,,0
509280,PAGRISA,PAGRISA,PGSA,,,0
512842,FARTURA AGRO,FARTURA AGRO,FRTR,,,0
514217,FIAC S ANTON,FIAC S ANTON,FTSA,,,0
518433,FRANCIS TEXT,FRANCIS TEXT,CTVL,,,0
518670,PRAIA HOTEL,PRAIA HOTEL,PPHT,,,0
518786,RIO CORTADO,RIO CORTADO,RCTA,,,0
519146,VALE BONITO,VALE BONITO,VLBN,,,0
519251,AGRO PINGUIM,AGRO PINGUIM,PNGU,,,0
519707,TBM,TBM,TXBZ,,,0
519715,VERDESCAMPOS,VERDESCAMPOS,AGVE,,,0
520373,IND DUREINO,IND DUREINO,IDNO,,,0
521019,ALUMAZON,ALUMAZON,ALMZ,,,0
521027,NORTE HOT,NORTE HOT,,,,0
900002,GAV2 EMP,GAV2 EMP,2GAV,,,0
900003,AXS PART,AXS PART,PAXS,,,0
900004,BR TECNO,BR TECNO,TEPA,,,0
900005,SPICBR,SPICBR,SPIC,,,0
900006,PRINCIPIA,PRINCIPIA,PEDU,,,0
900007,CRLESTE MS,CRLESTE MS,RLMS,,,0
900008,RIALMA IV,RIALMA IV,RITE,,,0
900009,EMP MINESP,EMP MINESP,EMES,,,0
900011,CVLT CARIOCA,CVLT CARIOCA,CVLT,,,0
900012,AGPROPERTIES,AGPROPERTIES,APRO,,,0
900013,BRK AMBIRC,BRK AMBIRC,BKRC,,,0
900014,ECONOMIA CIR,ECONOMIA CIR,ECIR,,,0
900015,MAXXIMA ENER,MAXXIMA ENER,MAXE,,,0
900016,TRANS RIOMIN,TRANS RIOMIN,RMIN,,,0
900017,MARAPE HOLD,MARAPE HOLD,MRPH,,,0
900018,SAO GABRIEL,SAO GABRIEL,SGAB,,,0
900019,PBH ATIVOS,PBH ATIVOS,,,,0
900020,CONTECAPITAL,CONTECAPITAL,CTCP,,,0
900021,UHE JURUENA,UHE JURUENA,UHEJ,,,0
900022,LINS AGRO,LINS AGRO,LINS,,,0
900023,SKM TOKIO,SKM TOKIO,SKMT,,,0
900024,SKM KIOTO,SKM KIOTO,SKMK,,,0
900025,3RPOTIGUAR,3RPOTIGUAR,PTGU,,,0
900026,BPGM CAMP,BPGM CAMP,BCEP,,,0
900027,AQUARIO,AQUARIO,AARJ,,,0
900029,BPGM BH1,BPGM BH1,BBHE,,,0
900030,VIRYA CAP,VIRYA CAP,VIRY,,,0
900031,DIXEMP,DIXEMP,DIXE,,,0
900032,SPE NOVONORT,SPE NOVONORT,NNAE,,,0
900033,BOA ESPER,BOA ESPER,EPNC,,,0
900034,SAVIXX,SAVIXX,SVXX,,,0
900035,AMATA,AMATA,AATA,,,0
900037,VILHENA,VILHENA,VILH,,,0
900038,ASTURIAS,ASTURIAS,AERE,,,0
900039,INTERMARÍ,INTERMARÍ,IPLO,,,0
900040,AMB LIMPEZA,AMB LIMPEZA,AMTL,,,0
900041,ATHONII,ATHONII,ATII,,,0
900042,ONCOMED,ONCOMED,OCMD,,,0
900043,ABAPORTO,ABAPORTO,ABAP,,,0
900045,HI INVEST,HI INVEST,HIIN,,,0
900046,QI SECUTII,QI SECUTII,QISE,,,0
900047,GRANEL QUIM,GRANEL QUIM,GRAQ,,,0
900048,GD PART,GD PART,GDPS,,,0
900049,1461 INVEST,1461 INVEST,UQMU,,,0
900050,ABIMEX,ABIMEX,ABMX,,,0
900051,MAIRIPORA,MAIRIPORA,MINC,,,0
900053,MARANGATU,MARANGATU,GATU,,,0
900054,PANATI HOLD,PANATI HOLD,PNAT,,,0
900055,E&PINFRAEST,E&PINFRAEST,EPIN,,,0
900056,TTCH4PAR,TTCH4PAR,TTCH,,,0
900057,AVGEMPREEND,AVGEMPREEND,AVGE,,,0
900058,RRPMCURSOS,RRPMCURSOS,RRPM,,,0
900059,DIGITALDC,DIGITALDC,DGTL,,,0
900061,SULCONCESSO,SULCONCESSO,SCPT,,,0
900062,CARANGOLAPA,CARANGOLAPA,CRNG,,,0
900063,ABCBRASIL,ABCBRASIL,ABCC,,,0
900064,C.B.DISTRIB,C.B.DISTRIB,CBDB,,,0
900065,POMERWASSER,POMERWASSER,POMR,,,0
900066,SERTÃOXVII,SERTÃOXVII,SB17,,,0
900067,SERTÃOXVI,SERTÃOXVI,SB16,,,0
900068,ABAPORU,ABAPORU,ABPR,,,0
900069,SERTÃOXV,SERTÃOXV,SB15,,,0
900070,SERTÃOXVIII,SERTÃOXVIII,SB18,,,0
900071,SERTÃOXIX,SERTÃOXIX,SB19,,,0
900072,SERTÃOXX,SERTÃOXX,SB20,,,0
900073,SERTÃOXXI,SERTÃOXXI,SB21,,,0
900074,PEDRAAGRO,PEDRAAGRO,PEAG,,,0
900075,CONSAG,CONSAG,CNSG,,,0
900076,ACECOTI,ACECOTI,ACEC,,,0
900077,TBAPARTI,TBAPARTI,TBAP,,,0
900078,SPREADPA,SPREADPA,SPAD,,,0
900080,EBANX,EBANX,EBNX,,,0
900081,BRAMEX COMER,BRAMEX COMER,MXCS,,,0
900082,IHS BRASIL,IHS BRASIL,IHSB,,,0
900083,NIBS,NIBS,NIBS,,,0
900084,CAMBORIUSPE,CAMBORIUSPE,ACMB,,,0
900088,COCAL,COCAL,CCIA,,,0
900089,HIDRO FORTE,HIDRO FORTE,HFTE,,,0
900090,CAELUM,CAELUM,CAEL,,,0
900091,CRCAFE SPE,CRCAFE SPE,CRCF,,,0
900092,ADAMI,ADAMI,ADMA,,,0
900093,ESP9613,ESP9613,9ESP,,,0
900094,CRUZEIRO ESP,CRUZEIRO ESP,CRUE,,,0
900096,OLINDINA,OLINDINA,OLIP,,,0
900097,SUHAI SEG,SUHAI SEG,SUHA,,,0
900098,EMBASA,EMBASA,EBAS,,,0
900099,AGUAS IMPERA,AGUAS IMPERA,AGIZ,,,0
900100,GRUAINVEST,GRUAINVEST,AEGE,,,0
900101,BRENERGIA,BRENERGIA,BRER,,,0
900102,AUTOGE SOLAR,AUTOGE SOLAR,ATGS,,,0
900103,DELTA USFV,DELTA USFV,DENE,,,0
900104,CORPSERVICES,CORPSERVICES,CSPS,,,0
900105,NORSK SOLAR,NORSK SOLAR,NRSK,,,0
900106,EOLICA SV,EOLICA SV,ESVP,,,0
900107,ALLEGRA PACA,ALLEGRA PACA,ALLA,,,0
900108,BC GERACAO,BC GERACAO,BCGE,,,0
900110,RB PETROLEO,RB PETROLEO,RBPL,,,0
900111,RGENERGIA,RGENERGIA,RBGE,,,0
900112,APOTEOSE,APOTEOSE,ETAL,,,0
900113,FRESNOMAQ,FRESNOMAQ,FRNQ,,,0
900114,ASAP,ASAP,0HBV,,,0
900115,AXS ENERGIA,AXS ENERGIA,AXSC,,,0
900116,VERDE TRANS,VERDE TRANS,VRDT,,,0
900118,AGEO,AGEO,AGEO,,,0
900119,FIBERX,FIBERX,FBRX,,,0
900120,EPR INFRA,EPR INFRA,EPRI,,,0
900121,CIMED,CIMED,CMED,,,0
900122,VERA CRUZ,VERA CRUZ,HVER,,,0
900123,SAVANA,SAVANA,SAVC,,,0
900124,QUALITY,QUALITY,QATY,,,0
900126,AGUASTRIUNFO,AGUASTRIUNFO,AGFO,,,0
900127,GREENYELLOW,GREENYELLOW,GYEH,,,0
900128,MONTE FORTE,MONTE FORTE,MFHP,,,0
900129,CONTROL,CONTROL,COLE,,,0
900131,MONTE CARLO,MONTE CARLO,APMC,,,0
900132,EXATA PART,EXATA PART,EXAT,,,0
900134,AGROVIA,AGROVIA,AGND,,,0
900135,ASA RENTCAR,ASA RENTCAR,CARC,,,0
900136,MATRIX ENERG,MATRIX ENERG,MATX,,,0
900137,AGGER,AGGER,AGER,,,0
900138,BAUTEK,BAUTEK,BKEU,,,0
900139,KPAR EMP,KPAR EMP,KPEP,,,0
900140,INFRAHOLDIII,INFRAHOLDIII,RHOL,,,0
900142,NITEROI,NITEROI,AGNT,,,0
900143,UFV PEIXOTOS,UFV PEIXOTOS,UFVS,,,0
900144,INFRA BRII,INFRA BRII,IFRH,,,0
900145,LAGO CENTER,LAGO CENTER,LCEI,,,0
900146,FF LOCADORA,FF LOCADORA,FFLV,,,0
900147,REDE7,REDE7,0HQR,,,0
900148,BRK ALIMEIRA,BRK ALIMEIRA,BLIM,,,0
900149,IC TRANSP,IC TRANSP,ICTP,,,0
900151,AYOSHII,AYOSHII,AYOS,,,0
900152,EDP GOIAS,EDP GOIAS,HTTP,,,0
900154,INFRA BRASIL,INFRA BRASIL,HXXV,,,0
900155,CAP TC TORRE,CAP TC TORRE,CTTP,,,0
900156,EÓLICA AG I,EÓLICA AG I,EOAP,,,0
900157,EÓLICA AG II,EÓLICA AG II,EOAT,,,0
900158,LUCENA INFRA,LUCENA INFRA,LUIN,,,0
900159,AGUASPARAIBA,AGUASPARAIBA,AGPB,,,0
900160,PARANA EQUIP,PARANA EQUIP,PREQ,,,0
900161,DA MATA S.A,DA MATA S.A,DMTA,,,0
900162,GIPAR,GIPAR,GIPR,,,0
900163,IRAPURU HOLD,IRAPURU HOLD,IRAP,,,0
900164,MARKA BRASIL,MARKA BRASIL,MBRP,,,0
900165,NECTA,NECTA,NETA,,,0
900166,EDIFY,EDIFY,EDFY,,,0
900167,AGIPLANCFI,AGIPLANCFI,AGPN,,,0
900169,BAMBOO SA,BAMBOO SA,BMBO,,,0
900170,NICNET,NICNET,NICN,,,0
900171,FERREIRA CIA,FERREIRA CIA,FCCL,,,0
900172,HELEXIA TLFN,HELEXIA TLFN,HLXI,,,0
900173,TECNOGERA,TECNOGERA,TECG,,,0
900174,AXS ENERG,AXS ENERG,AXSE,,,0
900175,AGUASSAOFRAN,AGUASSAOFRAN,AGSF,,,0
900177,EDP TRADING,EDP TRADING,EDPC,,,0
900178,PONTES DISTR,PONTES DISTR,PDME,,,0
900179,CREMER,CREMER,CREM,,,0
900180,ATHON GERAÇÃ,ATHON GERAÇÃ,ATHT,,,0
900181,SANTA CLARA,SANTA CLARA,STCL,,,0
900182,AGUAS VALAD,AGUAS VALAD,AGOV,,,0
900183,TIMONSAN,TIMONSAN,AGTS,,,0
900185,COLORADO S.A,COLORADO S.A,COER,,,0
900186,CID MOTA,CID MOTA,CIMO,,,0
900187,JANUARIO NG,JANUARIO NG,JANU,,,0
900188,BARREIRAS HD,BARREIRAS HD,BHSA,,,0
900189,PRUMO,PRUMO,PRML,,,0
900190,KANASTRA,KANASTRA,KNST,,,0
900191,AGUTIERREZ,AGUTIERREZ,AGUT,,,0
900193,IVI ENERGIA,IVI ENERGIA,IVIE,,,0
900194,LWART,LWART,LWAT,,,0
900195,FARMAX,FARMAX,FARX,,,0
900196,SHOPP ITAQUE,SHOPP ITAQUE,SMIT,,,0
900197,DB3 TELECOM,DB3 TELECOM,DB3S,,,0
900198,ICATU ADM,ICATU ADM,ISAP,,,0
900199,SOLAR PARTIC,SOLAR PARTIC,ASVI,,,0
900200,REC EMBU III,REC EMBU III,EMBU,,,0
900201,ASSURUÁ 5,ASSURUÁ 5,ASSR,,,0
900202,SANTAFE,SANTAFE,UEEE,,,0
900203,XP PORTOS,XP PORTOS,XPPO,,,0
900204,SCHEFFER,SCHEFFER,SCFR,,,0
900205,CARGO POLO,CARGO POLO,CPCL,,,0
900207,CASADOSVENTO,CASADOSVENTO,CSVE,,,0
900208,FMU,FMU,FMUE,,,0
900209,ALESAT,ALESAT,ALES,,,0
900210,VERDE ENERGE,VERDE ENERGE,VDES,,,0
900211,LUIZ GONZAGA,LUIZ GONZAGA,LUGH,,,0
900212,PARAIBUNA,PARAIBUNA,PRBN,,,0
900213,SANTAFE,SANTAFE,USNA,,,0
900215,SANTA 07,SANTA 07,STRZ,,,0
900216,SAO ROQUE,SAO ROQUE,SRQE,,,0
900217,ALGAR,ALGAR,ALGC,,,0
900218,KRONA,KRONA,KRTC,,,0
900219,EMIVE S.A,EMIVE S.A,EMIV,,,0
900220,EDF OITI,EDF OITI,EDFT,,,0
900221,TRANSN ENERG,TRANSN ENERG,TENG,,,0
900223,DMCARD PART,DMCARD PART,DMCA,,,0
900224,SANTA SOPHIA,SANTA SOPHIA,SSAP,,,0
900225,ALIANCA,ALIANCA,ALGE,,,0
900226,USINA ARINOS,USINA ARINOS,UASR,,,0
900227,USI ARINOSXX,USI ARINOSXX,UASP,,,0
900228,USINA 19,USINA 19,UASS,,,0
900229,SL ADMIN,SL ADMIN,SLAD,,,0
900231,INXU ENERGIA,INXU ENERGIA,INXU,,,0
900232,UFV YUMA IV,UFV YUMA IV,UFVQ,,,0
900233,CMCOSMETICOS,CMCOSMETICOS,CEMM,,,0
900234,UFV YUMA III,UFV YUMA III,,,,0
900235,DIALOGO,DIALOGO,DALG,,,0
900236,RODOBENS PAR,RODOBENS PAR,RODZ,,,0
900237,SULASAPAR,SULASAPAR,SULP,,,0
